datetime,daily_return
2023-10-19,-0.023445065042660838
2023-10-20,0.0010271203456642805
2023-10-23,-0.010469280652687079
2023-10-24,0.006518856717023137
2023-10-25,0.005381726878788969
2023-10-26,0.00400262254240161
2023-10-27,0.008015107142097284
2023-10-30,-0.0016713695436739
2023-10-31,-0.00312827580145893
2023-11-01,-0.004096659519772439
2023-11-02,-0.006574634258154767
2023-11-03,0.007506740748869106
2023-11-06,0.016697733101144356
2023-11-07,0.0006054761313701272
2023-11-08,-0.002402600784366744
2023-11-09,-0.0024655253377190867
2023-11-10,-0.0040149870270902764
2023-11-13,0.0022505462946813865
2023-11-14,0.003874825117329986
2023-11-15,0.005640266263594173
2023-11-16,-0.006335062730055057
2023-11-17,0.00396364184572973
2023-11-20,-0.00217713750721874
2023-11-21,-0.005981440057275299
2023-11-22,-0.0035602596102155696
2023-11-23,0.004941471441732033
2023-11-24,-0.00472335902601671
2023-11-27,-0.00752734458609108
2023-11-28,-0.00486248464946453
2023-11-29,-0.010632753939295449
2023-11-30,0.0044486486156507
2023-12-01,0.0002025640720767164
2023-12-04,-0.0057956263389224326
2023-12-05,-0.014326999858054799
2023-12-06,0.0006323069446625334
2023-12-07,-0.001511662582914937
2023-12-08,-0.0021158924528780028
2023-12-11,0.003280091899387991
2023-12-12,0.0008808554308046033
2023-12-13,-0.010764244264309551
2023-12-14,-0.009737295798536987
2023-12-15,-0.0015435737535895598
2023-12-18,-0.007386757151869277
2023-12-19,0.003032111551185927
2023-12-20,-0.00935603577879771
2023-12-21,0.0052081561439669835
2023-12-22,0.00457538428145795
2023-12-25,0.0013961973981796336
2023-12-26,-0.003164879080766958
2023-12-27,0.004094354183096694
2023-12-28,0.021715672804870478
2023-12-29,0.006274837752981057
